age,year,value,sex,type
20,1970,475,Male,deaths
21,1970,443,Male,deaths
22,1970,439,Male,deaths
23,1970,447,Male,deaths
24,1970,327,Male,deaths
25,1970,344,Male,deaths
26,1970,338,Male,deaths
27,1970,357,Male,deaths
28,1970,318,Male,deaths
29,1970,308,Male,deaths
30,1970,343,Male,deaths
31,1970,387,Male,deaths
32,1970,386,Male,deaths
33,1970,389,Male,deaths
34,1970,415,Male,deaths
35,1970,446,Male,deaths
36,1970,491,Male,deaths
37,1970,532,Male,deaths
38,1970,579,Male,deaths
39,1970,672,Male,deaths
40,1970,792,Male,deaths
41,1970,842,Male,deaths
42,1970,1038,Male,deaths
43,1970,1146,Male,deaths
44,1970,1298,Male,deaths
45,1970,1482,Male,deaths
46,1970,1615,Male,deaths
47,1970,1881,Male,deaths
48,1970,2201,Male,deaths
49,1970,2692,Male,deaths
50,1970,2936,Male,deaths
51,1970,2350,Male,deaths
52,1970,2462,Male,deaths
53,1970,3126,Male,deaths
54,1970,3654,Male,deaths
55,1970,4491,Male,deaths
56,1970,4750,Male,deaths
57,1970,5289,Male,deaths
58,1970,5718,Male,deaths
59,1970,6304,Male,deaths
60,1970,6843,Male,deaths
61,1970,7434,Male,deaths
62,1970,8184,Male,deaths
63,1970,8398,Male,deaths
64,1970,9246,Male,deaths
65,1970,9784,Male,deaths
66,1970,9936,Male,deaths
67,1970,10520,Male,deaths
68,1970,10736,Male,deaths
69,1970,11035,Male,deaths
70,1970,11141,Male,deaths
71,1970,10174,Male,deaths
72,1970,10171,Male,deaths
73,1970,10108,Male,deaths
74,1970,9984,Male,deaths
75,1970,9875,Male,deaths
76,1970,9443,Male,deaths
77,1970,9472,Male,deaths
78,1970,9012,Male,deaths
79,1970,8757,Male,deaths
80,1970,8162,Male,deaths
81,1970,7652,Male,deaths
82,1970,7213,Male,deaths
83,1970,6281,Male,deaths
84,1970,6129,Male,deaths
85,1970,5467,Male,deaths
86,1970,4653,Male,deaths
87,1970,4169,Male,deaths
88,1970,3439,Male,deaths
89,1970,2937,Male,deaths
90,1970,2370,Male,deaths
91,1970,1756,Male,deaths
92,1970,1332,Male,deaths
93,1970,1035,Male,deaths
94,1970,793,Male,deaths
95,1970,542,Male,deaths
96,1970,354,Male,deaths
97,1970,207,Male,deaths
98,1970,149,Male,deaths
99,1970,105,Male,deaths
100,1970,45,Male,deaths
101,1970,25,Male,deaths
102,1970,7,Male,deaths
103,1970,4,Male,deaths
104,1970,0,Male,deaths
0,1971,9366,Male,deaths
1,1971,531,Male,deaths
2,1971,374,Male,deaths
3,1971,279,Male,deaths
4,1971,255,Male,deaths
5,1971,248,Male,deaths
6,1971,220,Male,deaths
7,1971,209,Male,deaths
8,1971,192,Male,deaths
9,1971,186,Male,deaths
10,1971,173,Male,deaths
11,1971,147,Male,deaths
12,1971,137,Male,deaths
13,1971,178,Male,deaths
14,1971,199,Male,deaths
15,1971,211,Male,deaths
16,1971,345,Male,deaths
17,1971,402,Male,deaths
18,1971,399,Male,deaths
19,1971,445,Male,deaths
20,1971,419,Male,deaths
21,1971,446,Male,deaths
22,1971,396,Male,deaths
23,1971,440,Male,deaths
24,1971,390,Male,deaths
25,1971,339,Male,deaths
26,1971,352,Male,deaths
27,1971,340,Male,deaths
28,1971,334,Male,deaths
29,1971,309,Male,deaths
30,1971,319,Male,deaths
31,1971,347,Male,deaths
32,1971,389,Male,deaths
33,1971,392,Male,deaths
34,1971,403,Male,deaths
35,1971,485,Male,deaths
36,1971,509,Male,deaths
37,1971,517,Male,deaths
38,1971,528,Male,deaths
39,1971,665,Male,deaths
40,1971,780,Male,deaths
41,1971,889,Male,deaths
42,1971,990,Male,deaths
43,1971,1111,Male,deaths
44,1971,1261,Male,deaths
45,1971,1458,Male,deaths
46,1971,1668,Male,deaths
47,1971,1897,Male,deaths
48,1971,2082,Male,deaths
49,1971,2453,Male,deaths
50,1971,2910,Male,deaths
51,1971,3183,Male,deaths
52,1971,2501,Male,deaths
53,1971,2756,Male,deaths
54,1971,3334,Male,deaths
55,1971,3895,Male,deaths
56,1971,4513,Male,deaths
57,1971,4966,Male,deaths
58,1971,5474,Male,deaths
59,1971,6027,Male,deaths
60,1971,6565,Male,deaths
61,1971,7172,Male,deaths
62,1971,7832,Male,deaths
63,1971,8302,Male,deaths
64,1971,8911,Male,deaths
65,1971,9486,Male,deaths
66,1971,9710,Male,deaths
67,1971,10088,Male,deaths
68,1971,10529,Male,deaths
69,1971,10864,Male,deaths
70,1971,11015,Male,deaths
71,1971,10884,Male,deaths
72,1971,10025,Male,deaths
73,1971,9876,Male,deaths
74,1971,9662,Male,deaths
75,1971,9667,Male,deaths
76,1971,9435,Male,deaths
77,1971,9021,Male,deaths
78,1971,8997,Male,deaths
79,1971,8483,Male,deaths
80,1971,8183,Male,deaths
81,1971,7549,Male,deaths
82,1971,7243,Male,deaths
83,1971,6615,Male,deaths
84,1971,5990,Male,deaths
85,1971,5402,Male,deaths
86,1971,4742,Male,deaths
87,1971,4078,Male,deaths
88,1971,3376,Male,deaths
89,1971,2922,Male,deaths
90,1971,2294,Male,deaths
91,1971,1941,Male,deaths
92,1971,1467,Male,deaths
93,1971,1003,Male,deaths
94,1971,773,Male,deaths
95,1971,567,Male,deaths
96,1971,351,Male,deaths
97,1971,208,Male,deaths
98,1971,156,Male,deaths
99,1971,79,Male,deaths
100,1971,58,Male,deaths
101,1971,30,Male,deaths
102,1971,16,Male,deaths
103,1971,4,Male,deaths
104,1971,1,Male,deaths
0,1972,8393,Male,deaths
1,1972,556,Male,deaths
2,1972,357,Male,deaths
3,1972,310,Male,deaths
4,1972,237,Male,deaths
5,1972,226,Male,deaths
6,1972,234,Male,deaths
7,1972,209,Male,deaths
8,1972,188,Male,deaths
9,1972,167,Male,deaths
10,1972,147,Male,deaths
11,1972,161,Male,deaths
12,1972,143,Male,deaths
13,1972,159,Male,deaths
14,1972,191,Male,deaths
15,1972,208,Male,deaths
16,1972,287,Male,deaths
17,1972,403,Male,deaths
18,1972,435,Male,deaths
19,1972,446,Male,deaths
20,1972,389,Male,deaths
21,1972,449,Male,deaths
22,1972,446,Male,deaths
23,1972,413,Male,deaths
24,1972,395,Male,deaths
25,1972,439,Male,deaths
26,1972,372,Male,deaths
27,1972,341,Male,deaths
28,1972,318,Male,deaths
29,1972,345,Male,deaths
30,1972,343,Male,deaths
31,1972,360,Male,deaths
32,1972,344,Male,deaths
33,1972,378,Male,deaths
34,1972,421,Male,deaths
35,1972,470,Male,deaths
36,1972,491,Male,deaths
37,1972,527,Male,deaths
38,1972,593,Male,deaths
39,1972,650,Male,deaths
40,1972,699,Male,deaths
41,1972,862,Male,deaths
42,1972,963,Male,deaths
43,1972,1117,Male,deaths
44,1972,1257,Male,deaths
45,1972,1461,Male,deaths
46,1972,1684,Male,deaths
47,1972,1800,Male,deaths
48,1972,2051,Male,deaths
49,1972,2429,Male,deaths
50,1972,2773,Male,deaths
51,1972,3231,Male,deaths
52,1972,3696,Male,deaths
53,1972,2910,Male,deaths
54,1972,3149,Male,deaths
55,1972,3647,Male,deaths
56,1972,4351,Male,deaths
57,1972,5047,Male,deaths
58,1972,5628,Male,deaths
59,1972,6163,Male,deaths
60,1972,6578,Male,deaths
61,1972,7330,Male,deaths
62,1972,7829,Male,deaths
63,1972,8524,Male,deaths
64,1972,9282,Male,deaths
65,1972,9663,Male,deaths
66,1972,10189,Male,deaths
67,1972,10756,Male,deaths
68,1972,10946,Male,deaths
69,1972,11562,Male,deaths
70,1972,11644,Male,deaths
71,1972,11709,Male,deaths
72,1972,11697,Male,deaths
73,1972,10852,Male,deaths
74,1972,10430,Male,deaths
75,1972,10200,Male,deaths
76,1972,10031,Male,deaths
77,1972,9642,Male,deaths
78,1972,9314,Male,deaths
79,1972,9105,Male,deaths
80,1972,8590,Male,deaths
81,1972,7872,Male,deaths
82,1972,7573,Male,deaths
83,1972,6910,Male,deaths
84,1972,6298,Male,deaths
85,1972,5642,Male,deaths
86,1972,4995,Male,deaths
87,1972,4318,Male,deaths
88,1972,3686,Male,deaths
89,1972,3004,Male,deaths
90,1972,2428,Male,deaths
91,1972,1943,Male,deaths
92,1972,1589,Male,deaths
93,1972,1093,Male,deaths
94,1972,891,Male,deaths
95,1972,561,Male,deaths
96,1972,410,Male,deaths
97,1972,268,Male,deaths
98,1972,169,Male,deaths
99,1972,94,Male,deaths
100,1972,58,Male,deaths
101,1972,31,Male,deaths
102,1972,16,Male,deaths
103,1972,13,Male,deaths
104,1972,10,Male,deaths
0,1973,7781,Male,deaths
1,1973,523,Male,deaths
2,1973,365,Male,deaths
3,1973,297,Male,deaths
4,1973,255,Male,deaths
5,1973,236,Male,deaths
6,1973,224,Male,deaths
7,1973,180,Male,deaths
8,1973,173,Male,deaths
9,1973,165,Male,deaths
10,1973,128,Male,deaths
11,1973,166,Male,deaths
12,1973,145,Male,deaths
13,1973,153,Male,deaths
14,1973,198,Male,deaths
15,1973,226,Male,deaths
16,1973,270,Male,deaths
17,1973,418,Male,deaths
18,1973,478,Male,deaths
19,1973,427,Male,deaths
20,1973,468,Male,deaths
21,1973,439,Male,deaths
22,1973,437,Male,deaths
23,1973,425,Male,deaths
24,1973,444,Male,deaths
25,1973,416,Male,deaths
26,1973,450,Male,deaths
27,1973,379,Male,deaths
28,1973,393,Male,deaths
29,1973,391,Male,deaths
30,1973,394,Male,deaths
31,1973,315,Male,deaths
32,1973,369,Male,deaths
33,1973,378,Male,deaths
34,1973,468,Male,deaths
35,1973,505,Male,deaths
36,1973,540,Male,deaths
37,1973,522,Male,deaths
38,1973,545,Male,deaths
39,1973,614,Male,deaths
40,1973,700,Male,deaths
41,1973,839,Male,deaths
42,1973,996,Male,deaths
43,1973,1079,Male,deaths
44,1973,1190,Male,deaths
45,1973,1480,Male,deaths
46,1973,1562,Male,deaths
47,1973,1796,Male,deaths
48,1973,2060,Male,deaths
49,1973,2390,Male,deaths
50,1973,2666,Male,deaths
51,1973,2983,Male,deaths
52,1973,3461,Male,deaths
53,1973,3900,Male,deaths
54,1973,3136,Male,deaths
55,1973,3336,Male,deaths
56,1973,4075,Male,deaths
57,1973,4753,Male,deaths
58,1973,5565,Male,deaths
59,1973,6089,Male,deaths
60,1973,6382,Male,deaths
61,1973,6913,Male,deaths
62,1973,7606,Male,deaths
63,1973,8154,Male,deaths
64,1973,9097,Male,deaths
65,1973,9637,Male,deaths
66,1973,9803,Male,deaths
67,1973,10479,Male,deaths
68,1973,10913,Male,deaths
69,1973,11284,Male,deaths
70,1973,11427,Male,deaths
71,1973,11386,Male,deaths
72,1973,11697,Male,deaths
73,1973,11524,Male,deaths
74,1973,10721,Male,deaths
75,1973,10350,Male,deaths
76,1973,9993,Male,deaths
77,1973,9591,Male,deaths
78,1973,9177,Male,deaths
79,1973,8867,Male,deaths
80,1973,8586,Male,deaths
81,1973,7831,Male,deaths
82,1973,7481,Male,deaths
83,1973,6970,Male,deaths
84,1973,6326,Male,deaths
85,1973,5540,Male,deaths
86,1973,4782,Male,deaths
87,1973,4246,Male,deaths
88,1973,3635,Male,deaths
89,1973,2953,Male,deaths
90,1973,2437,Male,deaths
91,1973,2007,Male,deaths
92,1973,1510,Male,deaths
93,1973,1175,Male,deaths
94,1973,838,Male,deaths
95,1973,626,Male,deaths
96,1973,425,Male,deaths
97,1973,275,Male,deaths
98,1973,174,Male,deaths
99,1973,91,Male,deaths
100,1973,62,Male,deaths
101,1973,28,Male,deaths
102,1973,13,Male,deaths
103,1973,10,Male,deaths
104,1973,8,Male,deaths
0,1974,7180,Male,deaths
1,1974,495,Male,deaths
2,1974,311,Male,deaths
3,1974,299,Male,deaths
4,1974,202,Male,deaths
5,1974,214,Male,deaths
6,1974,189,Male,deaths
7,1974,179,Male,deaths
8,1974,140,Male,deaths
9,1974,136,Male,deaths
10,1974,147,Male,deaths
11,1974,150,Male,deaths
12,1974,146,Male,deaths
13,1974,172,Male,deaths
14,1974,160,Male,deaths
15,1974,210,Male,deaths
16,1974,260,Male,deaths
17,1974,445,Male,deaths
18,1974,480,Male,deaths
19,1974,500,Male,deaths
20,1974,450,Male,deaths
21,1974,389,Male,deaths
22,1974,368,Male,deaths
23,1974,385,Male,deaths
24,1974,376,Male,deaths
25,1974,374,Male,deaths
26,1974,390,Male,deaths
27,1974,429,Male,deaths
28,1974,339,Male,deaths
29,1974,372,Male,deaths
30,1974,411,Male,deaths
31,1974,327,Male,deaths
32,1974,358,Male,deaths
33,1974,380,Male,deaths
34,1974,440,Male,deaths
35,1974,456,Male,deaths
36,1974,473,Male,deaths
37,1974,536,Male,deaths
38,1974,587,Male,deaths
39,1974,622,Male,deaths
40,1974,695,Male,deaths
41,1974,801,Male,deaths
42,1974,951,Male,deaths
43,1974,1110,Male,deaths
44,1974,1217,Male,deaths
45,1974,1323,Male,deaths
46,1974,1581,Male,deaths
47,1974,1734,Male,deaths
48,1974,2009,Male,deaths
49,1974,2301,Male,deaths
50,1974,2592,Male,deaths
51,1974,2815,Male,deaths
52,1974,3347,Male,deaths
53,1974,3808,Male,deaths
54,1974,4354,Male,deaths
55,1974,3356,Male,deaths
56,1974,3529,Male,deaths
57,1974,4260,Male,deaths
58,1974,5041,Male,deaths
59,1974,5941,Male,deaths
60,1974,6487,Male,deaths
61,1974,6874,Male,deaths
62,1974,7445,Male,deaths
63,1974,7954,Male,deaths
64,1974,8816,Male,deaths
65,1974,9460,Male,deaths
66,1974,9907,Male,deaths
67,1974,10292,Male,deaths
68,1974,10968,Male,deaths
69,1974,11380,Male,deaths
70,1974,11325,Male,deaths
71,1974,11771,Male,deaths
72,1974,11785,Male,deaths
73,1974,12095,Male,deaths
74,1974,11735,Male,deaths
75,1974,10276,Male,deaths
76,1974,9731,Male,deaths
77,1974,9591,Male,deaths
78,1974,9146,Male,deaths
79,1974,8785,Male,deaths
80,1974,8222,Male,deaths
81,1974,7961,Male,deaths
82,1974,7589,Male,deaths
83,1974,6871,Male,deaths
84,1974,6319,Male,deaths
85,1974,5617,Male,deaths
86,1974,5016,Male,deaths
87,1974,4144,Male,deaths
88,1974,3654,Male,deaths
89,1974,2936,Male,deaths
90,1974,2533,Male,deaths
91,1974,2020,Male,deaths
92,1974,1595,Male,deaths
93,1974,1165,Male,deaths
94,1974,832,Male,deaths
95,1974,593,Male,deaths
96,1974,441,Male,deaths
97,1974,270,Male,deaths
98,1974,163,Male,deaths
99,1974,123,Male,deaths
100,1974,68,Male,deaths
101,1974,40,Male,deaths
102,1974,15,Male,deaths
103,1974,3,Male,deaths
104,1974,5,Male,deaths
0,1975,6392,Male,deaths
1,1975,402,Male,deaths
2,1975,273,Male,deaths
3,1975,255,Male,deaths
4,1975,209,Male,deaths
5,1975,195,Male,deaths
6,1975,166,Male,deaths
7,1975,169,Male,deaths
8,1975,153,Male,deaths
9,1975,146,Male,deaths
10,1975,158,Male,deaths
11,1975,149,Male,deaths
12,1975,166,Male,deaths
13,1975,176,Male,deaths
14,1975,193,Male,deaths
15,1975,183,Male,deaths
16,1975,278,Male,deaths
17,1975,464,Male,deaths
18,1975,490,Male,deaths
19,1975,456,Male,deaths
20,1975,451,Male,deaths
21,1975,454,Male,deaths
22,1975,423,Male,deaths
23,1975,349,Male,deaths
24,1975,341,Male,deaths
25,1975,378,Male,deaths
26,1975,375,Male,deaths
27,1975,391,Male,deaths
28,1975,395,Male,deaths
29,1975,344,Male,deaths
30,1975,370,Male,deaths
31,1975,405,Male,deaths
32,1975,416,Male,deaths
33,1975,386,Male,deaths
34,1975,385,Male,deaths
35,1975,443,Male,deaths
36,1975,492,Male,deaths
37,1975,532,Male,deaths
38,1975,499,Male,deaths
39,1975,610,Male,deaths
40,1975,688,Male,deaths
41,1975,696,Male,deaths
42,1975,887,Male,deaths
43,1975,985,Male,deaths
44,1975,1174,Male,deaths
45,1975,1298,Male,deaths
46,1975,1479,Male,deaths
47,1975,1691,Male,deaths
48,1975,1878,Male,deaths
49,1975,2281,Male,deaths
50,1975,2478,Male,deaths
51,1975,2744,Male,deaths
52,1975,3143,Male,deaths
53,1975,3563,Male,deaths
54,1975,4075,Male,deaths
55,1975,4441,Male,deaths
56,1975,3517,Male,deaths
57,1975,3804,Male,deaths
58,1975,4570,Male,deaths
59,1975,5302,Male,deaths
60,1975,6232,Male,deaths
61,1975,6935,Male,deaths
62,1975,7484,Male,deaths
63,1975,7833,Male,deaths
64,1975,8463,Male,deaths
65,1975,9318,Male,deaths
66,1975,9930,Male,deaths
67,1975,10435,Male,deaths
68,1975,10585,Male,deaths
69,1975,11183,Male,deaths
70,1975,11336,Male,deaths
71,1975,11643,Male,deaths
72,1975,11938,Male,deaths
73,1975,11853,Male,deaths
74,1975,11905,Male,deaths
75,1975,11236,Male,deaths
76,1975,10323,Male,deaths
77,1975,9700,Male,deaths
78,1975,9268,Male,deaths
79,1975,8932,Male,deaths
80,1975,8473,Male,deaths
81,1975,7837,Male,deaths
82,1975,7476,Male,deaths
83,1975,7088,Male,deaths
84,1975,6320,Male,deaths
85,1975,5484,Male,deaths
86,1975,4988,Male,deaths
87,1975,4247,Male,deaths
88,1975,3538,Male,deaths
89,1975,3064,Male,deaths
90,1975,2474,Male,deaths
91,1975,1907,Male,deaths
92,1975,1564,Male,deaths
93,1975,1206,Male,deaths
94,1975,873,Male,deaths
95,1975,617,Male,deaths
96,1975,411,Male,deaths
97,1975,291,Male,deaths
98,1975,183,Male,deaths
99,1975,106,Male,deaths
100,1975,56,Male,deaths
101,1975,38,Male,deaths
102,1975,11,Male,deaths
103,1975,9,Male,deaths
104,1975,4,Male,deaths
0,1976,5706,Male,deaths
1,1976,388,Male,deaths
2,1976,243,Male,deaths
3,1976,217,Male,deaths
4,1976,188,Male,deaths
5,1976,193,Male,deaths
6,1976,170,Male,deaths
7,1976,157,Male,deaths
8,1976,136,Male,deaths
9,1976,142,Male,deaths
10,1976,137,Male,deaths
11,1976,130,Male,deaths
12,1976,153,Male,deaths
13,1976,165,Male,deaths
14,1976,184,Male,deaths
15,1976,171,Male,deaths
16,1976,308,Male,deaths
17,1976,505,Male,deaths
18,1976,500,Male,deaths
19,1976,494,Male,deaths
20,1976,458,Male,deaths
21,1976,397,Male,deaths
22,1976,413,Male,deaths
23,1976,361,Male,deaths
24,1976,365,Male,deaths
25,1976,340,Male,deaths
26,1976,363,Male,deaths
27,1976,409,Male,deaths
28,1976,401,Male,deaths
29,1976,409,Male,deaths
30,1976,374,Male,deaths
31,1976,381,Male,deaths
32,1976,414,Male,deaths
33,1976,389,Male,deaths
34,1976,387,Male,deaths
35,1976,417,Male,deaths
36,1976,486,Male,deaths
37,1976,526,Male,deaths
38,1976,550,Male,deaths
39,1976,639,Male,deaths
40,1976,652,Male,deaths
41,1976,776,Male,deaths
42,1976,857,Male,deaths
43,1976,977,Male,deaths
44,1976,1096,Male,deaths
45,1976,1256,Male,deaths
46,1976,1411,Male,deaths
47,1976,1643,Male,deaths
48,1976,1723,Male,deaths
49,1976,2139,Male,deaths
50,1976,2417,Male,deaths
51,1976,2646,Male,deaths
52,1976,3124,Male,deaths
53,1976,3365,Male,deaths
54,1976,3939,Male,deaths
55,1976,4563,Male,deaths
56,1976,4991,Male,deaths
57,1976,3991,Male,deaths
58,1976,4157,Male,deaths
59,1976,5069,Male,deaths
60,1976,5902,Male,deaths
61,1976,6819,Male,deaths
62,1976,7411,Male,deaths
63,1976,8160,Male,deaths
64,1976,8640,Male,deaths
65,1976,9136,Male,deaths
66,1976,9802,Male,deaths
67,1976,10500,Male,deaths
68,1976,10856,Male,deaths
69,1976,11508,Male,deaths
70,1976,11788,Male,deaths
71,1976,12076,Male,deaths
72,1976,11996,Male,deaths
73,1976,12442,Male,deaths
74,1976,12130,Male,deaths
75,1976,11986,Male,deaths
76,1976,11544,Male,deaths
77,1976,10060,Male,deaths
78,1976,9647,Male,deaths
79,1976,9280,Male,deaths
80,1976,8706,Male,deaths
81,1976,8152,Male,deaths
82,1976,7733,Male,deaths
83,1976,7167,Male,deaths
84,1976,6435,Male,deaths
85,1976,5800,Male,deaths
86,1976,5034,Male,deaths
87,1976,4436,Male,deaths
88,1976,3879,Male,deaths
89,1976,3194,Male,deaths
90,1976,2526,Male,deaths
91,1976,2050,Male,deaths
92,1976,1601,Male,deaths
93,1976,1259,Male,deaths
94,1976,859,Male,deaths
95,1976,662,Male,deaths
96,1976,419,Male,deaths
97,1976,305,Male,deaths
98,1976,190,Male,deaths
99,1976,104,Male,deaths
100,1976,74,Male,deaths
101,1976,43,Male,deaths
102,1976,20,Male,deaths
103,1976,10,Male,deaths
104,1976,4,Male,deaths
0,1977,5350,Male,deaths
1,1977,314,Male,deaths
2,1977,235,Male,deaths
3,1977,181,Male,deaths
4,1977,188,Male,deaths
5,1977,167,Male,deaths
6,1977,173,Male,deaths
7,1977,131,Male,deaths
8,1977,143,Male,deaths
9,1977,130,Male,deaths
10,1977,121,Male,deaths
11,1977,124,Male,deaths
12,1977,125,Male,deaths
13,1977,161,Male,deaths
14,1977,171,Male,deaths
15,1977,210,Male,deaths
16,1977,264,Male,deaths
17,1977,487,Male,deaths
18,1977,455,Male,deaths
19,1977,476,Male,deaths
20,1977,427,Male,deaths
21,1977,404,Male,deaths
22,1977,411,Male,deaths
23,1977,369,Male,deaths
24,1977,336,Male,deaths
25,1977,328,Male,deaths
26,1977,368,Male,deaths
27,1977,368,Male,deaths
28,1977,373,Male,deaths
29,1977,428,Male,deaths
30,1977,395,Male,deaths
31,1977,375,Male,deaths
32,1977,410,Male,deaths
33,1977,399,Male,deaths
34,1977,420,Male,deaths
35,1977,386,Male,deaths
36,1977,440,Male,deaths
37,1977,507,Male,deaths
38,1977,586,Male,deaths
39,1977,612,Male,deaths
40,1977,649,Male,deaths
41,1977,727,Male,deaths
42,1977,842,Male,deaths
43,1977,915,Male,deaths
44,1977,1088,Male,deaths
45,1977,1201,Male,deaths
46,1977,1383,Male,deaths
47,1977,1606,Male,deaths
48,1977,1760,Male,deaths
49,1977,2000,Male,deaths
50,1977,2397,Male,deaths
51,1977,2594,Male,deaths
52,1977,2908,Male,deaths
53,1977,3326,Male,deaths
54,1977,3612,Male,deaths
55,1977,4212,Male,deaths
56,1977,4639,Male,deaths
57,1977,5291,Male,deaths
58,1977,4214,Male,deaths
59,1977,4351,Male,deaths
60,1977,5331,Male,deaths
61,1977,6115,Male,deaths
62,1977,6965,Male,deaths
63,1977,7807,Male,deaths
64,1977,8289,Male,deaths
65,1977,8684,Male,deaths
66,1977,9316,Male,deaths
67,1977,10067,Male,deaths
68,1977,10744,Male,deaths
69,1977,11106,Male,deaths
70,1977,11425,Male,deaths
71,1977,11535,Male,deaths
72,1977,11918,Male,deaths
73,1977,11915,Male,deaths
74,1977,11967,Male,deaths
75,1977,11824,Male,deaths
76,1977,11734,Male,deaths
77,1977,10768,Male,deaths
78,1977,9507,Male,deaths
79,1977,8651,Male,deaths
80,1977,8428,Male,deaths
81,1977,7550,Male,deaths
82,1977,7265,Male,deaths
83,1977,6657,Male,deaths
84,1977,6185,Male,deaths
85,1977,5504,Male,deaths
86,1977,4774,Male,deaths
87,1977,4171,Male,deaths
88,1977,3556,Male,deaths
89,1977,2855,Male,deaths
90,1977,2398,Male,deaths
91,1977,1904,Male,deaths
92,1977,1500,Male,deaths
93,1977,1183,Male,deaths
94,1977,881,Male,deaths
95,1977,628,Male,deaths
96,1977,466,Male,deaths
97,1977,279,Male,deaths
98,1977,185,Male,deaths
99,1977,81,Male,deaths
100,1977,64,Male,deaths
101,1977,41,Male,deaths
102,1977,15,Male,deaths
103,1977,13,Male,deaths
104,1977,5,Male,deaths
0,1978,5220,Male,deaths
1,1978,338,Male,deaths
2,1978,194,Male,deaths
3,1978,182,Male,deaths
4,1978,152,Male,deaths
5,1978,156,Male,deaths
6,1978,152,Male,deaths
7,1978,141,Male,deaths
8,1978,125,Male,deaths
9,1978,152,Male,deaths
10,1978,148,Male,deaths
11,1978,142,Male,deaths
12,1978,125,Male,deaths
13,1978,143,Male,deaths
14,1978,171,Male,deaths
15,1978,207,Male,deaths
16,1978,312,Male,deaths
17,1978,512,Male,deaths
18,1978,543,Male,deaths
19,1978,493,Male,deaths
20,1978,460,Male,deaths
21,1978,427,Male,deaths
22,1978,401,Male,deaths
23,1978,382,Male,deaths
24,1978,385,Male,deaths
25,1978,370,Male,deaths
26,1978,361,Male,deaths
27,1978,334,Male,deaths
28,1978,382,Male,deaths
29,1978,369,Male,deaths
30,1978,414,Male,deaths
31,1978,462,Male,deaths
32,1978,403,Male,deaths
33,1978,408,Male,deaths
34,1978,441,Male,deaths
35,1978,507,Male,deaths
36,1978,446,Male,deaths
37,1978,500,Male,deaths
38,1978,589,Male,deaths
39,1978,686,Male,deaths
40,1978,695,Male,deaths
41,1978,761,Male,deaths
42,1978,836,Male,deaths
43,1978,890,Male,deaths
44,1978,1002,Male,deaths
45,1978,1236,Male,deaths
46,1978,1350,Male,deaths
47,1978,1610,Male,deaths
48,1978,1744,Male,deaths
49,1978,1923,Male,deaths
50,1978,2172,Male,deaths
51,1978,2580,Male,deaths
52,1978,2929,Male,deaths
53,1978,3227,Male,deaths
54,1978,3668,Male,deaths
55,1978,3974,Male,deaths
56,1978,4559,Male,deaths
57,1978,5307,Male,deaths
